Sample,Species,Location,Date,Fish #,TL
PHA - 2.2.16 - 14 P. grandispinis ,P. grandispinis,Port Hacking,2/02/2016,L8,2.617
PHA - 2.2.16 - 14 P. grandispinis ,P. grandispinis,Port Hacking,2/02/2016,L9,4.005
PHA - 2.2.16 - 14 P. grandispinis ,P. grandispinis,Port Hacking,2/02/2016,L10,2.739
PHA - 2.2.16 - 14 P. grandispinis ,P. grandispinis,Port Hacking,2/02/2016,L11,2.937
PHA - 2.2.16 - 14 P. grandispinis ,P. grandispinis,Port Hacking,2/02/2016,L12,2.756
PHA - 2.2.16 - 14 P. grandispinis ,P. grandispinis,Port Hacking,2/02/2016,L13,2.907
PHA - 2.2.16 - 14 P. grandispinis ,P. grandispinis,Port Hacking,2/02/2016,L14,2.845
PH50A - 2.2.16 - Ratabulus spp,Ratabulus spp.,Port Hacking,2/02/2016,L1,2.075
PH100 - 4.12.16 - 10 P. caerueleopunctatus,P. caeruleopunctatus ,Port Hacking,4/12/2016,L1 ,5.648
PH100 - 4.12.16 - 10 P. caerueleopunctatus,P. caeruleopunctatus ,Port Hacking,4/12/2016,L2,4.123
PH100 - 4.12.16 - 10 P. caerueleopunctatus,P. caeruleopunctatus ,Port Hacking,4/12/2016,L3,6.041
PH100 - 4.12.16 - 10 P. caerueleopunctatus,P. caeruleopunctatus ,Port Hacking,4/12/2016,L4,4.822
PH100 - 4.12.16 - 10 P. caerueleopunctatus,P. caeruleopunctatus ,Port Hacking,4/12/2016,L5,4.038
PH100 - 4.12.16 - 10 P. caerueleopunctatus,P. caeruleopunctatus ,Port Hacking,4/12/2016,L6,6.62
PH100 - 4.12.16 - 10 P. caerueleopunctatus,P. caeruleopunctatus ,Port Hacking,4/12/2016,L7,4.098
PH100 - 4.12.16 - 10 P. caerueleopunctatus,P. caeruleopunctatus ,Port Hacking,4/12/2016,L8,2.67
PH100 - 4.12.16 - 10 P. caerueleopunctatus,P. caeruleopunctatus ,Port Hacking,4/12/2016,L9,6.053
PH100 - 4.12.16 - 10 P. caerueleopunctatus,P. caeruleopunctatus ,Port Hacking,4/12/2016,L10,4.962
PH100B - 30.6.2015 - P. grandispinis,P. grandispinis,Port Hacking,30/06/2015,L1,1.525
PHA - 4.12.16 - #1 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,4/12/2016,L1,5.114
PHA - 4.12.16 - #1 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,4/12/2016,L2,3.527
PHA - 4.12.16 - #1 - 3 P. grandispinis,P. grandispinis,Port Hacking,4/12/2016,L1,7.52
PHA - 4.12.16 - #1 - 3 P. grandispinis,P. grandispinis,Port Hacking,4/12/2016,L2,2.662
PHA - 4.12.16 - #1 - 3 P. grandispinis,P. grandispinis,Port Hacking,4/12/2016,L3,6.054
PHA - 10.6.2020 - 2 P. richardsoni,P. richardsoni,Port Hacking,10/06/2020,L1,2.866
PHA - 10.6.2020 - 2 P. richardsoni,P. richardsoni,Port Hacking,10/06/2020,L2,2.937
PHA - 10.6.2020 - 3 P. grandispinis,P. grandispinis,Port Hacking,10/06/2020,L1,3.846
PHA - 10.6.2020 - 3 P. grandispinis,P. grandispinis,Port Hacking,10/06/2020,L2,4.948
PHA - 10.6.2020 - 3 P. grandispinis,P. grandispinis,Port Hacking,10/06/2020,L3,4.055
PHA - 10.11.2020 - 3 P. grandispinis,P. grandispinis,Port Hacking,10/11/2020,L1,3.887
PHA - 10.11.2020 - 3 P. grandispinis,P. grandispinis,Port Hacking,10/11/2020,L2,4.11
PHA - 10.11.2020 - 3 P. grandispinis,P. grandispinis,Port Hacking,10/11/2020,L3,5.822
PHA - 11.2.21 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,11/02/2021,L1,2.791
PHA - 11.2.21 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,11/02/2021,L2,2.388
PHA - 11.2.21 - 9 P. grandispinis ,P. grandispinis,Port Hacking,11/02/2021,L1,2.951
PHA - 11.2.21 - 9 P. grandispinis ,P. grandispinis,Port Hacking,11/02/2021,L2,4.808
PHA - 11.2.21 - 9 P. grandispinis ,P. grandispinis,Port Hacking,11/02/2021,L3,2.883
PHA - 11.2.21 - 9 P. grandispinis ,P. grandispinis,Port Hacking,11/02/2021,L4,3.515
PHA - 11.2.21 - 9 P. grandispinis ,P. grandispinis,Port Hacking,11/02/2021,L5,2.355
PHA - 11.2.21 - 9 P. grandispinis ,P. grandispinis,Port Hacking,11/02/2021,L6,2.672
PHA - 11.2.21 - 9 P. grandispinis ,P. grandispinis,Port Hacking,11/02/2021,L7,2.928
PHA - 11.2.21 - 9 P. grandispinis ,P. grandispinis,Port Hacking,11/02/2021,L8,3.67
PHA - 11.2.21 - 9 P. grandispinis ,P. grandispinis,Port Hacking,11/02/2021,L9,3.486
PHA - 12.8.2020 - P. richardsoni,P. richardsoni,Port Hacking,12/08/2020,L1,4.418
PHA - 15.6.21 - P. grandispinis ,P. grandispinis,Port Hacking,15/06/2021,L1,4.6
PHA - 19.5.21 - P. grandispinis,P. grandispinis,Port Hacking,19/05/2021,L1,9.828
PHA - 20.5.2020 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,20/05/2020,L1,3.285
PHA - 20.5.2020 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,20/05/2020,L2,3.329
PHA - 20.5.2020 - 10 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L1,2.935
PHA - 20.5.2020 - 10 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L2,2.35
PHA - 20.5.2020 - 10 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L3,4.697
PHA - 20.5.2020 - 10 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L4,3.3
PHA - 20.5.2020 - 10 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L5,3.681
PHA - 20.5.2020 - 10 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L6,3.714
PHA - 20.5.2020 - 10 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L7,2.016
PHA - 20.5.2020 - 10 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L8,3.042
PHA - 20.5.2020 - 10 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L9,4.377
PHA - 20.5.2020 - 10 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L10,2.846
PHA - 21.4.21 - 6x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,21/04/2021,L1,3.207
PHA - 21.4.21 - 6x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,21/04/2021,L2,2.71
PHA - 21.4.21 - 6x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,21/04/2021,L3,2.689
PHA - 21.4.21 - 6x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,21/04/2021,L4,2.625
PHA - 21.4.21 - 6x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,21/04/2021,L5,3.088
PHA - 21.4.21 - 6x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,21/04/2021,L6,2.395
PHA - 21.4.21 - 6x P. grandispinis,P. grandispinis,Port Hacking,21/04/2021,L1,8.528
PHA - 21.4.21 - 6x P. grandispinis,P. grandispinis,Port Hacking,21/04/2021,L2,11.73
PHA - 21.4.21 - 6x P. grandispinis,P. grandispinis,Port Hacking,21/04/2021,L3,4.029
PHA - 21.4.21 - 6x P. grandispinis,P. grandispinis,Port Hacking,21/04/2021,L4,4.914
PHA - 21.4.21 - 6x P. grandispinis,P. grandispinis,Port Hacking,21/04/2021,L5,2.367
PHA - 21.4.21 - 6x P. grandispinis,P. grandispinis,Port Hacking,21/04/2021,L6,4.117
PHA - 21.11.18 - 5 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L1,3.118
PHA - 21.11.18 - 5 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L2,2.516
PHA - 21.11.18 - 5 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L3,4.235
PHA - 21.11.18 - 5 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L4,2.293
PHA - 21.11.18 - 5 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L5,1.989
PHA - 21.11.18 - 6 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L1,10.326
PHA - 21.11.18 - 6 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L2,11.37
PHA - 21.11.18 - 6 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L3,10.751
PHA - 21.11.18 - 6 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L4,10.57
PHA - 21.11.18 - 6 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L5,5.928
PHA - 21.11.18 - 6 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L6,11.413
PHA - 21.11.18 - 8 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L1,10.893
PHA - 21.11.18 - 8 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L2,10.464
PHA - 21.11.18 - 8 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L3,11.652
PHA - 21.11.18 - 8 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L4,11.316
PHA - 21.11.18 - 8 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L5,7.806
PHA - 21.11.18 - 8 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L6,10.475
PHA - 21.11.18 - 8 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L7,11.199
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L1,3.264
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L2,2.112
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L3,2.517
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L4,2.536
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L5,2.039
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L6,1.693
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L7,3.939
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L8,3.714
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L9,3.37
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L10,2.153
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L11,1.477
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L12,2.267
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L13,3.242
PHA - 21.11.18 - 14 P. grandispinis,P. grandispinis,Port Hacking,21/11/2018,L14,2.222
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis 2,P. grandispinis,Port Hacking,22/02/2018,L1,6.519
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis 2,P. grandispinis,Port Hacking,22/02/2018,L2,3.309
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis 2,P. grandispinis,Port Hacking,22/02/2018,L3,3.31
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis 2,P. grandispinis,Port Hacking,22/02/2018,L4,3.051
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis 2,P. grandispinis,Port Hacking,22/02/2018,L5,4.052
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis 2,P. grandispinis,Port Hacking,22/02/2018,L6,2.741
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis 2,P. grandispinis,Port Hacking,22/02/2018,L7,3.744
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis 2,P. grandispinis,Port Hacking,22/02/2018,L8,10.816
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2018,L1,3.248
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2018,L2,3.739
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2018,L3,3.777
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2018,L4,3.339
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2018,L5,3.119
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2018,L6,3.215
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2018,L7,3.858
PHA - 22.2.2018 - 11-30AM - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2018,L8,4.044
PHA - 22.2.2018 - 11-30AM - P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,22/02/2018,L1,4.139
PHA - 22.2.2018 - 11-30AM - P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,22/02/2018,L2,3.815
PHA - 22.9.2020 - Tow 2 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,22/09/2020,L1,3.471
PHA - 22.9.2020 - Tow 2 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,22/09/2020,L2,2.868
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis 2,P. grandispinis,Port Hacking,22/09/2020,L1,3.826
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis 2,P. grandispinis,Port Hacking,22/09/2020,L2,3.156
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis 2,P. grandispinis,Port Hacking,22/09/2020,L3,4.625
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis 2,P. grandispinis,Port Hacking,22/09/2020,L4,5.203
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis 2,P. grandispinis,Port Hacking,22/09/2020,L5,4.337
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis 2,P. grandispinis,Port Hacking,22/09/2020,L6,3.577
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis 2,P. grandispinis,Port Hacking,22/09/2020,L7,4.277
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis 2,P. grandispinis,Port Hacking,22/09/2020,L8,3.77
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis 2,P. grandispinis,Port Hacking,22/09/2020,L9,6.078
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L1,3.616
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L2,4.374
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L3,3.668
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L4,2.844
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L5,5.142
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L6,3.32
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L7,2.705
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L8,3.405
PHA - 22.9.2020 - Tow 2 - 9 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L9,2.396
PHA - 22.9.2020 - Tow 2 - 10 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L1,5.064
PHA - 22.9.2020 - Tow 2 - 10 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L2,3.906
PHA - 22.9.2020 - Tow 2 - 10 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L3,5.541
PHA - 22.9.2020 - Tow 2 - 10 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L4,4.812
PHA - 22.9.2020 - Tow 2 - 10 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L5,4.39
PHA - 22.9.2020 - Tow 2 - 10 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L6,4.304
PHA - 22.9.2020 - Tow 2 - 10 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L7,4.666
PHA - 22.9.2020 - Tow 2 - 10 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L8,3.188
PHA - 22.9.2020 - Tow 2 - 10 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L9,3.059
PHA - 22.9.2020 - Tow 2 - 10 P. grandispinis,P. grandispinis,Port Hacking,22/09/2020,L10,4.672
PHA - 26.9.2016 - UTC - P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,26/09/2016,L1,4.239
PHA - 26.9.2016 - UTC - P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,26/09/2016,L2,3.866
PHA - 30.6.2020 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,30/06/2020,L1,5.739
PHA - 30.6.2020 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,30/06/2020,L2,6.692
PHA - 30.6.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,30/06/2020,L1,2.89
PHA - 30.6.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,30/06/2020,L2,3.176
PHA - 30.6.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,30/06/2020,L3,3.05
PHA - 30.6.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,30/06/2020,L4,3.125
PHA - 30.6.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,30/06/2020,L5,3.064
PHA - 30.6.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,30/06/2020,L6,3.565
PHA - 30.6.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,30/06/2020,L7,3.966
PHA - 30.6.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,30/06/2020,L8,3.643
PHA - 30.6.2020 - P. grandispinis,P. grandispinis,Port Hacking,30/06/2020,L1,1.957
PHA - Tow 2 - 10.3.2021 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,10/03/2021,L1,2.849
PHA - Tow 2 - 10.3.2021 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,10/03/2021,L2,2.718
PHA - Tow 2 - 10.3.2021 - 7 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L1,1.587
PHA - Tow 2 - 10.3.2021 - 7 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L2,5.397
PHA - Tow 2 - 10.3.2021 - 7 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L3,1.609
PHA - Tow 2 - 10.3.2021 - 7 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L4,1.963
PHA - Tow 2 - 10.3.2021 - 7 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L5,1.626
PHA - Tow 2 - 10.3.2021 - 7 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L6,3.12
PHA - Tow 2 - 10.3.2021 - 7 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L7,1.872
PHA - Tow 2 - 10.3.2021 - 8 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L1,2.486
PHA - Tow 2 - 10.3.2021 - 8 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L2,5.576
PHA - Tow 2 - 10.3.2021 - 8 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L3,2.701
PHA - Tow 2 - 10.3.2021 - 8 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L4,5.512
PHA - Tow 2 - 10.3.2021 - 8 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L5,1.66
PHA - Tow 2 - 10.3.2021 - 8 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L6,1.893
PHA - Tow 2 - 10.3.2021 - 8 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L7,2.116
PHA - Tow 2 - 10.3.2021 - 8 P. grandispinis,P. grandispinis,Port Hacking,10/03/2021,L8,1.916
PHA - Tow 2 - 16.12.2021 - 2 P. grandispinis,P. grandispinis,Port Hacking,16/12/2021,L1,7.857
PHA - Tow 2 - 16.12.2021 - 2 P. grandispinis,P. grandispinis,Port Hacking,16/12/2021,L2,3.724
PHA - Tow 2 - 16.12.2021 - P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,16/12/2021,L1,2.019
PHB - 9.11.21 - Tow 1 - P. grandispinis,P. grandispinis,Port Hacking,9/11/2021,L1,1.79
PHB - 10.6.2020 - 2 P. grandispinis,P. grandispinis,Port Hacking,10/06/2020,L1,2.716
PHB - 10.6.2020 - 2 P. grandispinis,P. grandispinis,Port Hacking,10/06/2020,L2,1.858
PHB - 10.6.2020 - 4 P. ceruleopunctatus ,P. caeruleopunctatus ,Port Hacking,10/06/2020,L1,3.539
PHB - 10.6.2020 - 4 P. ceruleopunctatus ,P. caeruleopunctatus ,Port Hacking,10/06/2020,L2,2.246
PHB - 10.6.2020 - 4 P. ceruleopunctatus ,P. caeruleopunctatus ,Port Hacking,10/06/2020,L3,2.191
PHB - 10.6.2020 - 4 P. ceruleopunctatus ,P. caeruleopunctatus ,Port Hacking,10/06/2020,L4,1.914
PHB - 10.6.2020 - additional P. grandispinis ,P. grandispinis,Port Hacking,10/06/2020,L1,2.787
PHB - 10.11.21 - P. grandispinis,P. grandispinis,Port Hacking,10/11/2021,L1,7.197
PHB - 11.2.21 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,11/02/2021,L1,2.276
PHB - 11.2.21 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,11/02/2021,L2,2.167
PHB - 11.2.21 - 2 P. grandispinis,P. grandispinis,Port Hacking,11/02/2021,L1,3.127
PHB - 11.2.21 - 2 P. grandispinis,P. grandispinis,Port Hacking,11/02/2021,L2,2.627
PHB - 12.8.2020 - 2 P. grandispinis,P. grandispinis,Port Hacking,12/08/2020,L1,2.013
PHB - 12.8.2020 - 2 P. grandispinis,P. grandispinis,Port Hacking,12/08/2020,L2,4.58
PHB - 12.8.2020 - 2 P. richardsoni,P. richardsoni,Port Hacking,12/08/2020,L1,3.128
PHB - 12.8.2020 - 2 P. richardsoni,P. richardsoni,Port Hacking,12/08/2020,L2,2.089
PHB - 12.8.2020 - P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,12/08/2020,L1,2.509
PHB - 20.5.2020 - 5 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,20/05/2020,L1,3.427
PHB - 20.5.2020 - 5 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,20/05/2020,L2,2.866
PHB - 20.5.2020 - 5 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,20/05/2020,L3,3.864
PHB - 20.5.2020 - 5 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,20/05/2020,L4,2.901
PHB - 20.5.2020 - 5 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,20/05/2020,L5,3.757
PHB - 20.5.2020 - 7 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L1,3.109
PHB - 20.5.2020 - 7 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L2,3.562
PHB - 20.5.2020 - 7 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L3,3.477
PHB - 20.5.2020 - 7 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L4,3.071
PHB - 20.5.2020 - 7 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L5,3.732
PHB - 20.5.2020 - 7 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L6,3.677
PHB - 20.5.2020 - 7 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L7,3.131
PHB - 20.5.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L1,3.639
PHB - 20.5.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L2,2.722
PHB - 20.5.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L3,1.987
PHB - 20.5.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L4,3.911
PHB - 20.5.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L5,2.85
PHB - 20.5.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L6,2.771
PHB - 20.5.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L7,3.666
PHB - 20.5.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,20/05/2020,L8,4.332
PHB - 21.4.21 - P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,21/04/2021,L1,3.235
PHB - 22.2.2020 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,22/02/2020,L1,2.643
PHB - 22.2.2020 - 2 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,22/02/2020,L2,3.669
PHB - 22.2.2020 - 5 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L1,5.056
PHB - 22.2.2020 - 5 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L2,4.566
PHB - 22.2.2020 - 5 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L3,4.168
PHB - 22.2.2020 - 5 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L4,3.697
PHB - 22.2.2020 - 5 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L5,4.013
PHB - 22.2.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L1,2.469
PHB - 22.2.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L2,3.196
PHB - 22.2.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L3,2.646
PHB - 22.2.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L4,3.432
PHB - 22.2.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L5,2.206
PHB - 22.2.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L6,2.488
PHB - 22.2.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L7,3.704
PHB - 22.2.2020 - 8 P. grandispinis,P. grandispinis,Port Hacking,22/02/2020,L8,2.423
PHB - 22.9.2020 - Tow 1 - 4 P. richardsoni,P. richardsoni,Port Hacking,22/09/2020,L1,5.328
PHB - 22.9.2020 - Tow 1 - 4 P. richardsoni,P. richardsoni,Port Hacking,22/09/2020,L2,4.582
PHB - 22.9.2020 - Tow 1 - 4 P. richardsoni,P. richardsoni,Port Hacking,22/09/2020,L3,2.036
PHB - 22.9.2020 - Tow 1 - 4 P. richardsoni,P. richardsoni,Port Hacking,22/09/2020,L4,5.333
PHB - 22.9.2020 - Tow 1 - 5 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,22/09/2020,L1,6.773
PHB - 22.9.2020 - Tow 1 - 5 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,22/09/2020,L2,4.739
PHB - 22.9.2020 - Tow 1 - 5 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,22/09/2020,L3,4.786
PHB - 22.9.2020 - Tow 1 - 5 P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,22/09/2020,L4,6.198
